"Artist Name","Apple Music","Amazon Music","Spotify"
"ReGLOSS","https://music.apple.com/us/artist/regloss/1705846194","https://music.amazon.co.jp/artists/B0CFBXC22N","https://open.spotify.com/artist/4DiPeCleXBG7NR7k6tzUNY"
"RIM","https://music.apple.com/us/artist/rim/1524318838","https://music.amazon.co.jp/artists/B08G1VTMQP","https://open.spotify.com/artist/4pcG6rHHuGxqORmqjC3vNl"
"Robocosan","https://music.apple.com/us/artist/robocosan/1453314635","https://music.amazon.co.jp/artists/B08LH2NM1Y","https://open.spotify.com/artist/5nPTWF0YVR6ZoOGa4reGQq"
"Ruki Otokado","https://music.apple.com/us/artist/ruki-otokado/1691255748","https://music.amazon.co.jp/artists/B0C52CBWVB","https://open.spotify.com/artist/4h9LXyMHAzUb4iomfXwTfL"
"Ruri Enma","https://music.apple.com/us/artist/ruri-enma/1525538789","https://music.amazon.co.jp/artists/B088DCMRRK","https://open.spotify.com/artist/5mwLXPld8KZGwvEOrY44kM"
"Sakamata Chloe","https://music.apple.com/us/artist/sakamata-chloe/1639475277","https://music.amazon.co.jp/artists/B09RRR7GQJ","https://open.spotify.com/artist/5FnpXrJjvvBE9qnTqgNPPX"
"Sakura Miko","https://music.apple.com/us/artist/sakura-miko/1536366304","https://music.amazon.co.jp/artists/B08LH2NM1Y","https://open.spotify.com/artist/0IXqQHNy2JFjQscvMKlp5a"
"Sana Natori","https://music.apple.com/us/artist/sana-natori/1483157022","https://music.amazon.co.jp/artists/B07MKPVHJ4","https://open.spotify.com/artist/5YMtKsFBHVyiY8MkNi8F3V"
"Sara Hoshikawa","https://music.apple.com/us/artist/sara-hoshikawa/1554415334","https://music.amazon.co.jp/artists/B08VRJ8JC9","https://open.spotify.com/artist/6wKVNZwJCRHUfPIwAcBKB9"
"Secret Society holoX","https://music.apple.com/us/artist/secret-society-holox/1702826121","https://music.amazon.co.jp/artists/B0CFRJK74H","https://open.spotify.com/artist/6NHoOlwOsZ1HqKYzDaFRHe"
"Sena Asumi","https://music.apple.com/us/artist/sena-asumi/1838405481","",""
"Shigure Ui","https://music.apple.com/us/artist/shigure-ui/1557619870","",""
"Shiori Novella","https://music.apple.com/us/artist/shiori-novella/1759892766","",""
"Shiranui Construction","https://music.apple.com/us/artist/shiranui-construction/1701992513","https://music.amazon.co.jp/artists/B0CF3LGPCM","https://open.spotify.com/artist/7hKwqG0hgvFLP6gha11SMb"
"Shiranui Flare","https://music.apple.com/us/artist/shiranui-flare/1542504425","https://music.amazon.co.jp/artists/B08WHHQWMR","https://open.spotify.com/artist/0tt2oBDsYMWV5YRxtEO2hV"
"Shirase Shirakawa","https://music.apple.com/us/artist/shirase-shirakawa/1779004835","",""
"Shiratama Utano","https://music.apple.com/us/artist/shiratama-utano/1759096883","",""
"Shirogane Noel","https://music.apple.com/us/artist/shirogane-noel/1587336768","https://music.amazon.co.jp/artists/B08WHHQWMR","https://open.spotify.com/artist/2FT5DZSeZtKDEZfg7p7Uza"
"Shishigami Leona","https://music.apple.com/us/artist/shishigami-leona/1484418640","https://music.amazon.co.jp/artists/B07H2W2N5F","https://open.spotify.com/artist/0RoGtQVmP11HXTWfYYHIwS"
"Shishiro Botan","https://music.apple.com/us/artist/shishiro-botan/1580884998","https://music.amazon.co.jp/artists/B08WJ2HHFT","https://open.spotify.com/artist/2tYcMhXF1MPUjjXMJaCvKJ"
"SIRO","https://music.apple.com/us/artist/siro/1477642869","https://music.amazon.co.jp/artists/B07GJXM1JY","https://open.spotify.com/artist/4eeXmEuZlqVqmBFIFYkQBW"
"SorAZ","https://music.apple.com/us/artist/soraz/1670687406","https://music.amazon.co.jp/artists/B0BLYGVQ35","https://open.spotify.com/artist/5mwLXPld8KZGwvEOrY44kM"
"SugarLyric","https://music.apple.com/us/artist/sugarlyric/1556200909","",""
"super sonico","https://music.apple.com/us/artist/super-sonico/434547269","",""
"Syusetu Kohaku","https://music.apple.com/us/artist/syusetu-kohaku/1736041241","https://music.amazon.co.jp/artists/B0CMMW97HJ","https://open.spotify.com/artist/0AxPzCixVWkv38HnXjJrjH"
"Takanashi Kiara","https://music.apple.com/us/artist/takanashi-kiara/1541573361","https://music.amazon.co.jp/artists/B08WJMPTW5","https://open.spotify.com/artist/1GcDKhQhGIHVUx60QHpJrL"
"Takane Lui","https://music.apple.com/us/artist/takane-lui/1630729058","https://music.amazon.co.jp/artists/B09RRR7GQJ","https://open.spotify.com/artist/6E83lO8umrsT8OBQwQN2Zy"
"TamaQuon","https://music.apple.com/us/artist/tamaquon/1616377998","https://music.amazon.co.jp/artists/B0C5V5TR4S","https://open.spotify.com/artist/4h9LXyMHAzUb4iomfXwTfL"
"Team ahamo(Amamiya Kokoro/Tachibana Hinano/Ars Almal/Natsuiro Matsuri/Omaru Polka)","https://music.apple.com/us/artist/team-ahamo-amamiya-kokoro-tachibana-hinano-ars-almal/1779223005","https://music.amazon.co.jp/artists/B0CVT1DTZN","https://open.spotify.com/artist/5jQmOngFsTlkDa4GBBU8Oh"
"Todoroki Hajime","https://music.apple.com/us/artist/todoroki-hajime/1722891977","https://music.amazon.co.jp/artists/B0CKTM8RW4","https://open.spotify.com/artist/0JIZ4rvvVtUgsYcXtHACTC"
"TOKINOSORA","https://music.apple.com/us/artist/tokinosora/1453313780","https://music.amazon.co.jp/artists/B08KH3H8GM","https://open.spotify.com/artist/2SG6GPuUB5dlHpojqiGfQw"
"Tokoyami Towa","https://music.apple.com/us/artist/tokoyami-towa/1554815946","https://music.amazon.co.jp/artists/B08WJ2HHFT","https://open.spotify.com/artist/3dR8PmFPFe9iXauCmVDRlN"
"Tomato Gummy","https://music.apple.com/us/artist/tomato-gummy/1478689042","https://music.amazon.co.jp/artists/B07H2W2N5F","https://open.spotify.com/artist/0RoGtQVmP11HXTWfYYHIwS"
"TotoSetono","https://music.apple.com/us/artist/totosetono/1534465289","https://music.amazon.co.jp/artists/B08B4P1JMR","https://open.spotify.com/artist/6GvZj7k8J8sVFvGPGKTgqK"
"Tsukumo Sana","https://music.apple.com/us/artist/tsukumo-sana/1628484522","https://music.amazon.co.jp/artists/B09P4PDMJ8","https://open.spotify.com/artist/7JwUkAWSXHnuWYYbAqUZwE"
"TSUNA NEKOTA","https://music.apple.com/us/artist/tsuna-nekota/1705858378","",""
"Tsunomaki Watame","https://music.apple.com/us/artist/tsunomaki-watame/1535893459","https://music.amazon.co.jp/artists/B08LH2NM1Y","https://open.spotify.com/artist/7qUHKUNjl9DWgGj6hA4OXK"
"Tulsi-Nightmare Madness","https://music.apple.com/us/artist/tulsi-nightmare-madness-iv/1688530550","https://music.amazon.co.jp/artists/B0BYR6X4WC","https://open.spotify.com/artist/2tYcMhXF1MPUjjXMJaCvKJ"
"Ui shigure","https://music.apple.com/us/artist/shigure-ui/1557619870","https://music.amazon.co.jp/artists/B08WJPQ728","https://open.spotify.com/artist/0YQBzKVRZxOcGaKJL9oLsz"
"UMISEA","https://music.apple.com/us/artist/umisea/1586252454","https://music.amazon.co.jp/artists/B09GXXM5ZN","https://open.spotify.com/artist/7sKv6dUCJHyQ6rK6VoXZID"
"Uruha Ichinose","https://music.apple.com/us/artist/uruha-ichinose/1841779013","",""
"Uruha Rushia","https://music.apple.com/us/artist/uruha-rushia/1550213629","https://music.amazon.co.jp/artists/B08WJ2HHFT","https://open.spotify.com/artist/4DiPeCleXBG7NR7k6tzUNY"
"Usada Pekora","https://music.apple.com/us/artist/usada-pekora/1536914919","https://music.amazon.co.jp/artists/B08LH2NM1Y","https://open.spotify.com/artist/2zDXRYv7D8luqD7SLRkGQR"
"V.W.P","https://music.apple.com/us/artist/v-w-p/1570388642","https://music.amazon.co.jp/artists/B0923LZRS8","https://open.spotify.com/artist/4j0bqHjR7PklckR2AkgV4Y"
"VEE","https://music.apple.com/us/artist/vee/1733129753","https://music.amazon.co.jp/artists/B0CMMW97HJ",""
"VESPERBELL","https://music.apple.com/us/artist/vesperbell/1538895100","https://music.amazon.co.jp/artists/B08HLBMJ9Q",""
"Vestia Zeta","https://music.apple.com/us/artist/vestia-zeta/1632970361","https://music.amazon.co.jp/artists/B09RRLK4ZH","https://open.spotify.com/artist/5FKoaT6Hb0toqWrXek6CXj"
"Vspo!","https://music.apple.com/us/artist/vspo/1674119412","https://music.amazon.co.jp/artists/B0BQ66FMBV","https://open.spotify.com/artist/3GhLvx7TLejVZWE1uGLEjf"
"Watson Amelia","https://music.apple.com/us/artist/watson-amelia/1557415281","https://music.amazon.co.jp/artists/B08WJMPTW5","https://open.spotify.com/artist/2tYcMhXF1MPUjjXMJaCvKJ"
"Weather Planet","https://music.apple.com/us/artist/weather-planet/1808591710","https://music.amazon.co.jp/artists/B0CMMW97HJ","https://open.spotify.com/artist/0AxPzCixVWkv38HnXjJrjH"
"wowaka","https://music.apple.com/us/artist/wowaka/359584491","https://music.amazon.co.jp/artists/B002Y41T56","https://open.spotify.com/artist/1iI7PKLGRyjBJjxNLWDgZB"
"XASTAR","https://music.apple.com/us/artist/xastar/1828936988","",""
"XIDEN","https://music.apple.com/us/artist/xiden/1775383679","https://music.amazon.co.jp/artists/B0CP1ZKST6","https://open.spotify.com/artist/2YJ4DxZwoyEiggXKGWDtEE"
"YOASOBI","https://music.apple.com/us/artist/yoasobi/1490256993","https://music.amazon.co.jp/artists/B07YVBR9BQ","https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj"
"Yono","https://music.apple.com/us/artist/yono/1775383517","https://music.amazon.co.jp/artists/B0CKTM8RW4","https://open.spotify.com/artist/0JIZ4rvvVtUgsYcXtHACTC"
"Yozora Mel","https://music.apple.com/us/artist/yozora-mel/1567324093","https://music.amazon.co.jp/artists/B08LH2NM1Y","https://open.spotify.com/artist/2C6QE6tP00448AbxtL6x5k"
"Yui Hizuki","https://music.apple.com/us/artist/yui-hizuki/1664377338","https://music.amazon.co.jp/artists/B0CKTM8RW4","https://open.spotify.com/artist/6E83lO8umrsT8OBQwQN2Zy"
"Yukihana Lamy","https://music.apple.com/us/artist/yukihana-lamy/1593347691","https://music.amazon.co.jp/artists/B08WJ2HHFT","https://open.spotify.com/artist/4XaRC6NwcjwsFwqsSaLfRQ"
"YuNi","https://music.apple.com/us/artist/yuni/1438344769","https://music.amazon.co.jp/artists/B07H2W2N5F","https://open.spotify.com/artist/2qPl80zF53pD0PXGIqtqXg"
"Yuuhei Satellite","https://music.apple.com/us/artist/yuuhei-satellite/605243855","https://music.amazon.co.jp/artists/B08BVDPK8W","https://open.spotify.com/artist/7rOvArMxBxZkEmWiT28EhS"
"Yuuhi Sendo","https://music.apple.com/us/artist/yuuhi-sendo/1841779405","",""
"Yuzuki Choco","https://music.apple.com/us/artist/yuzuki-choco/1583765157","https://music.amazon.co.jp/artists/B08H5FD89L","https://open.spotify.com/artist/3pVgMNL1XBLOoD0UYnyQrm"
"40mp","https://music.apple.com/us/artist/40mp/334467964","https://music.amazon.co.jp/artists/B0046H7L8G","https://open.spotify.com/artist/4nL0ypEibYNZyZ1k3e5UwJ"
"774inc.","https://music.apple.com/us/artist/774inc/1668487064","",""
